,drug_a_name,drug_b_name,cell_line,synergy,fold
PACLITAXEL_MK-2206_T47D,PACLITAXEL,MK-2206,T47D,-0.0601611113,2
PACLITAXEL_MK-2206_UACC62,PACLITAXEL,MK-2206,UACC62,24.6346153289,2
PACLITAXEL_MK-2206_UWB1289BRCA1,PACLITAXEL,MK-2206,UWB1289BRCA1,26.5433563513,2
PACLITAXEL_MK-2206_UWB1289,PACLITAXEL,MK-2206,UWB1289,11.6607738671,2
PACLITAXEL_MK-2206_VCAP,PACLITAXEL,MK-2206,VCAP,29.1612331918,2
PACLITAXEL_MK-2206_ZR751,PACLITAXEL,MK-2206,ZR751,38.9842151994,2
PACLITAXEL_MK-4827_A2058,PACLITAXEL,MK-4827,A2058,-16.6677417803,2
PACLITAXEL_MK-4827_A2780,PACLITAXEL,MK-4827,A2780,-9.2623276136,2
PACLITAXEL_MK-4827_A375,PACLITAXEL,MK-4827,A375,-0.1024706329,2
PACLITAXEL_MK-4827_A427,PACLITAXEL,MK-4827,A427,-6.7556370809,2
PACLITAXEL_MK-4827_CAOV3,PACLITAXEL,MK-4827,CAOV3,-13.4044251968,2
PACLITAXEL_MK-4827_COLO320DM,PACLITAXEL,MK-4827,COLO320DM,18.9756772112,2
PACLITAXEL_MK-4827_DLD1,PACLITAXEL,MK-4827,DLD1,-7.5837870435,2
PACLITAXEL_MK-4827_EFM192B,PACLITAXEL,MK-4827,EFM192B,-20.7495060685,2
PACLITAXEL_MK-4827_ES2,PACLITAXEL,MK-4827,ES2,-3.5316182144,2
PACLITAXEL_MK-4827_HCT116,PACLITAXEL,MK-4827,HCT116,-18.0471112856,2
PACLITAXEL_MK-4827_HT144,PACLITAXEL,MK-4827,HT144,-14.9547983977,2
PACLITAXEL_MK-4827_HT29,PACLITAXEL,MK-4827,HT29,-14.7419253333,2
PACLITAXEL_MK-4827_KPL1,PACLITAXEL,MK-4827,KPL1,-19.5226663069,2
PACLITAXEL_MK-4827_LNCAP,PACLITAXEL,MK-4827,LNCAP,-52.7051931876,2
PACLITAXEL_MK-4827_LOVO,PACLITAXEL,MK-4827,LOVO,-3.933991127,2
PACLITAXEL_MK-4827_MDAMB436,PACLITAXEL,MK-4827,MDAMB436,-1.0711286268,2
PACLITAXEL_MK-4827_MSTO,PACLITAXEL,MK-4827,MSTO,-6.4356381393,2
PACLITAXEL_MK-4827_NCIH1650,PACLITAXEL,MK-4827,NCIH1650,-19.6660513569,2
PACLITAXEL_MK-4827_NCIH2122,PACLITAXEL,MK-4827,NCIH2122,-13.8553717065,2
PACLITAXEL_MK-4827_NCIH23,PACLITAXEL,MK-4827,NCIH23,-13.9374124144,2
PACLITAXEL_MK-4827_NCIH460,PACLITAXEL,MK-4827,NCIH460,19.7235873584,2
PACLITAXEL_MK-4827_NCIH520,PACLITAXEL,MK-4827,NCIH520,-19.4478436233,2
PACLITAXEL_MK-4827_OCUBM,PACLITAXEL,MK-4827,OCUBM,-24.5550991476,2
PACLITAXEL_MK-4827_OV90,PACLITAXEL,MK-4827,OV90,-19.2553886472,2
PACLITAXEL_MK-4827_OVCAR3,PACLITAXEL,MK-4827,OVCAR3,-42.1914003228,2
PACLITAXEL_MK-4827_PA1,PACLITAXEL,MK-4827,PA1,-2.9114794535,2
PACLITAXEL_MK-4827_RKO,PACLITAXEL,MK-4827,RKO,-18.2154151567,2
PACLITAXEL_MK-4827_RPMI7951,PACLITAXEL,MK-4827,RPMI7951,-6.5338174841,2
PACLITAXEL_MK-4827_SKMEL30,PACLITAXEL,MK-4827,SKMEL30,1.0178057176,2
PACLITAXEL_MK-4827_SKMES1,PACLITAXEL,MK-4827,SKMES1,9.763951266,2
PACLITAXEL_MK-4827_SKOV3,PACLITAXEL,MK-4827,SKOV3,1.0933225012,2
PACLITAXEL_MK-4827_SW620,PACLITAXEL,MK-4827,SW620,7.8026396402,2
PACLITAXEL_MK-4827_SW837,PACLITAXEL,MK-4827,SW837,-28.7536609427,2
PACLITAXEL_MK-4827_T47D,PACLITAXEL,MK-4827,T47D,-95.0677206354,2
PACLITAXEL_MK-4827_UACC62,PACLITAXEL,MK-4827,UACC62,-18.6841931188,2
PACLITAXEL_MK-4827_UWB1289BRCA1,PACLITAXEL,MK-4827,UWB1289BRCA1,-7.4908430907,2
PACLITAXEL_MK-4827_UWB1289,PACLITAXEL,MK-4827,UWB1289,-24.737401673,2
PACLITAXEL_MK-4827_VCAP,PACLITAXEL,MK-4827,VCAP,-9.5879334006,2
PACLITAXEL_MK-4827_ZR751,PACLITAXEL,MK-4827,ZR751,3.4138798211,2
PACLITAXEL_MK-5108_A2058,PACLITAXEL,MK-5108,A2058,23.7017334189,1
PACLITAXEL_MK-5108_A2780,PACLITAXEL,MK-5108,A2780,18.8940145192,1
PACLITAXEL_MK-5108_A375,PACLITAXEL,MK-5108,A375,43.6634766124,1
PACLITAXEL_MK-5108_A427,PACLITAXEL,MK-5108,A427,22.8029428351,1
PACLITAXEL_MK-5108_CAOV3,PACLITAXEL,MK-5108,CAOV3,3.3074456529,1
PACLITAXEL_MK-5108_COLO320DM,PACLITAXEL,MK-5108,COLO320DM,21.659631398,1
PACLITAXEL_MK-5108_DLD1,PACLITAXEL,MK-5108,DLD1,23.4417686854,1
PACLITAXEL_MK-5108_EFM192B,PACLITAXEL,MK-5108,EFM192B,14.0482512918,1
PACLITAXEL_MK-5108_ES2,PACLITAXEL,MK-5108,ES2,30.1552528477,1
PACLITAXEL_MK-5108_HCT116,PACLITAXEL,MK-5108,HCT116,19.724806422,1
PACLITAXEL_MK-5108_HT144,PACLITAXEL,MK-5108,HT144,21.7799988795,1
PACLITAXEL_MK-5108_HT29,PACLITAXEL,MK-5108,HT29,32.1180392687,1
PACLITAXEL_MK-5108_KPL1,PACLITAXEL,MK-5108,KPL1,-1.2955607984,1
PACLITAXEL_MK-5108_LNCAP,PACLITAXEL,MK-5108,LNCAP,-22.1122653434,1
PACLITAXEL_MK-5108_LOVO,PACLITAXEL,MK-5108,LOVO,11.0843059737,1
PACLITAXEL_MK-5108_MDAMB436,PACLITAXEL,MK-5108,MDAMB436,18.760072272,1
PACLITAXEL_MK-5108_MSTO,PACLITAXEL,MK-5108,MSTO,51.3790776043,1
PACLITAXEL_MK-5108_NCIH1650,PACLITAXEL,MK-5108,NCIH1650,25.6405420073,1
PACLITAXEL_MK-5108_NCIH2122,PACLITAXEL,MK-5108,NCIH2122,-5.1627290676,1
PACLITAXEL_MK-5108_NCIH23,PACLITAXEL,MK-5108,NCIH23,1.9418073249,1
PACLITAXEL_MK-5108_NCIH460,PACLITAXEL,MK-5108,NCIH460,31.3029655173,1
PACLITAXEL_MK-5108_NCIH520,PACLITAXEL,MK-5108,NCIH520,10.247322587,1
PACLITAXEL_MK-5108_OCUBM,PACLITAXEL,MK-5108,OCUBM,-7.3407040127,1
PACLITAXEL_MK-5108_OV90,PACLITAXEL,MK-5108,OV90,21.1845777022,1
PACLITAXEL_MK-5108_OVCAR3,PACLITAXEL,MK-5108,OVCAR3,25.7799933768,1
PACLITAXEL_MK-5108_PA1,PACLITAXEL,MK-5108,PA1,20.8785360392,1
PACLITAXEL_MK-5108_RKO,PACLITAXEL,MK-5108,RKO,32.716809458,1
PACLITAXEL_MK-5108_RPMI7951,PACLITAXEL,MK-5108,RPMI7951,30.797301637,1
PACLITAXEL_MK-5108_SKMEL30,PACLITAXEL,MK-5108,SKMEL30,34.2307276516,1
PACLITAXEL_MK-5108_SKMES1,PACLITAXEL,MK-5108,SKMES1,21.6103342474,1
PACLITAXEL_MK-5108_SKOV3,PACLITAXEL,MK-5108,SKOV3,26.1126110609,1
PACLITAXEL_MK-5108_SW620,PACLITAXEL,MK-5108,SW620,18.4216835184,1
PACLITAXEL_MK-5108_SW837,PACLITAXEL,MK-5108,SW837,24.5523610573,1
PACLITAXEL_MK-5108_T47D,PACLITAXEL,MK-5108,T47D,13.492939029,1
PACLITAXEL_MK-5108_UACC62,PACLITAXEL,MK-5108,UACC62,14.8530300493,1
PACLITAXEL_MK-5108_UWB1289BRCA1,PACLITAXEL,MK-5108,UWB1289BRCA1,33.5573333233,1
PACLITAXEL_MK-5108_UWB1289,PACLITAXEL,MK-5108,UWB1289,27.8314683152,1
PACLITAXEL_MK-5108_VCAP,PACLITAXEL,MK-5108,VCAP,13.595371502,1
PACLITAXEL_MK-5108_ZR751,PACLITAXEL,MK-5108,ZR751,1.5902453585,1
PACLITAXEL_MK-8669_A2058,PACLITAXEL,MK-8669,A2058,10.9895380957,4
PACLITAXEL_MK-8669_A2780,PACLITAXEL,MK-8669,A2780,12.4967993403,4
PACLITAXEL_MK-8669_A375,PACLITAXEL,MK-8669,A375,28.9855459398,4
PACLITAXEL_MK-8669_A427,PACLITAXEL,MK-8669,A427,23.4699421222,4
PACLITAXEL_MK-8669_CAOV3,PACLITAXEL,MK-8669,CAOV3,-5.416556864,4
PACLITAXEL_MK-8669_COLO320DM,PACLITAXEL,MK-8669,COLO320DM,15.8385313551,4
PACLITAXEL_MK-8669_DLD1,PACLITAXEL,MK-8669,DLD1,23.4582783826,4
PACLITAXEL_MK-8669_EFM192B,PACLITAXEL,MK-8669,EFM192B,32.2751973946,4
PACLITAXEL_MK-8669_ES2,PACLITAXEL,MK-8669,ES2,23.141672293,4
PACLITAXEL_MK-8669_HCT116,PACLITAXEL,MK-8669,HCT116,-14.1666775639,4
PACLITAXEL_MK-8669_HT144,PACLITAXEL,MK-8669,HT144,39.5321609357,4
PACLITAXEL_MK-8669_HT29,PACLITAXEL,MK-8669,HT29,28.234425202,4
PACLITAXEL_MK-8669_KPL1,PACLITAXEL,MK-8669,KPL1,36.2012261281,4
PACLITAXEL_MK-8669_LNCAP,PACLITAXEL,MK-8669,LNCAP,1.8036479366,4
PACLITAXEL_MK-8669_LOVO,PACLITAXEL,MK-8669,LOVO,30.128785378,4
PACLITAXEL_MK-8669_MDAMB436,PACLITAXEL,MK-8669,MDAMB436,13.5161402325,4
PACLITAXEL_MK-8669_MSTO,PACLITAXEL,MK-8669,MSTO,53.5527065724,4
PACLITAXEL_MK-8669_NCIH1650,PACLITAXEL,MK-8669,NCIH1650,32.1034073903,4
PACLITAXEL_MK-8669_NCIH2122,PACLITAXEL,MK-8669,NCIH2122,-6.305824099,4
PACLITAXEL_MK-8669_NCIH23,PACLITAXEL,MK-8669,NCIH23,11.9652114714,4
PACLITAXEL_MK-8669_NCIH460,PACLITAXEL,MK-8669,NCIH460,32.7020394247,4
PACLITAXEL_MK-8669_NCIH520,PACLITAXEL,MK-8669,NCIH520,26.0161506566,4
PACLITAXEL_MK-8669_OCUBM,PACLITAXEL,MK-8669,OCUBM,-3.2941688961,4
PACLITAXEL_MK-8669_OV90,PACLITAXEL,MK-8669,OV90,35.8140707621,4
PACLITAXEL_MK-8669_OVCAR3,PACLITAXEL,MK-8669,OVCAR3,6.3276622898,4
PACLITAXEL_MK-8669_PA1,PACLITAXEL,MK-8669,PA1,16.9368403076,4
PACLITAXEL_MK-8669_RKO,PACLITAXEL,MK-8669,RKO,27.4767611906,4
PACLITAXEL_MK-8669_RPMI7951,PACLITAXEL,MK-8669,RPMI7951,21.2223764184,4
PACLITAXEL_MK-8669_SKMEL30,PACLITAXEL,MK-8669,SKMEL30,40.137943858,4
PACLITAXEL_MK-8669_SKMES1,PACLITAXEL,MK-8669,SKMES1,33.582334601,4
PACLITAXEL_MK-8669_SKOV3,PACLITAXEL,MK-8669,SKOV3,62.0265279268,4
PACLITAXEL_MK-8669_SW620,PACLITAXEL,MK-8669,SW620,20.174200302,4
PACLITAXEL_MK-8669_SW837,PACLITAXEL,MK-8669,SW837,27.9818801425,4
PACLITAXEL_MK-8669_T47D,PACLITAXEL,MK-8669,T47D,24.608121347,4
PACLITAXEL_MK-8669_UACC62,PACLITAXEL,MK-8669,UACC62,16.9493869716,4
PACLITAXEL_MK-8669_UWB1289BRCA1,PACLITAXEL,MK-8669,UWB1289BRCA1,23.1758122953,4
PACLITAXEL_MK-8669_UWB1289,PACLITAXEL,MK-8669,UWB1289,5.9167103561,4
PACLITAXEL_MK-8669_VCAP,PACLITAXEL,MK-8669,VCAP,41.0674989024,4
PACLITAXEL_MK-8669_ZR751,PACLITAXEL,MK-8669,ZR751,44.6310905381,4
PACLITAXEL_MK-8776_A2058,PACLITAXEL,MK-8776,A2058,10.0607489979,0
PACLITAXEL_MK-8776_A2780,PACLITAXEL,MK-8776,A2780,-5.4324847108,0
PACLITAXEL_MK-8776_A375,PACLITAXEL,MK-8776,A375,30.5632272938,0
PACLITAXEL_MK-8776_A427,PACLITAXEL,MK-8776,A427,4.0134682732,0
PACLITAXEL_MK-8776_CAOV3,PACLITAXEL,MK-8776,CAOV3,10.3493974357,0
PACLITAXEL_MK-8776_COLO320DM,PACLITAXEL,MK-8776,COLO320DM,-0.8421134204,0
PACLITAXEL_MK-8776_DLD1,PACLITAXEL,MK-8776,DLD1,7.3185504198,0
PACLITAXEL_MK-8776_EFM192B,PACLITAXEL,MK-8776,EFM192B,-17.6739662627,0
PACLITAXEL_MK-8776_ES2,PACLITAXEL,MK-8776,ES2,9.4146718168,0
PACLITAXEL_MK-8776_HCT116,PACLITAXEL,MK-8776,HCT116,-7.7950258502,0
PACLITAXEL_MK-8776_HT144,PACLITAXEL,MK-8776,HT144,9.6845161743,0
PACLITAXEL_MK-8776_HT29,PACLITAXEL,MK-8776,HT29,-3.2247485474,0
PACLITAXEL_MK-8776_KPL1,PACLITAXEL,MK-8776,KPL1,-5.6118063058,0
PACLITAXEL_MK-8776_LNCAP,PACLITAXEL,MK-8776,LNCAP,-20.3450811129,0
PACLITAXEL_MK-8776_LOVO,PACLITAXEL,MK-8776,LOVO,9.877601391,0
PACLITAXEL_MK-8776_MDAMB436,PACLITAXEL,MK-8776,MDAMB436,2.4743112146,0
PACLITAXEL_MK-8776_MSTO,PACLITAXEL,MK-8776,MSTO,10.1671741035,0
PACLITAXEL_MK-8776_NCIH1650,PACLITAXEL,MK-8776,NCIH1650,4.1709839111,0
PACLITAXEL_MK-8776_NCIH2122,PACLITAXEL,MK-8776,NCIH2122,-261.7396847296,0
PACLITAXEL_MK-8776_NCIH23,PACLITAXEL,MK-8776,NCIH23,-4.2528115457,0
PACLITAXEL_MK-8776_NCIH460,PACLITAXEL,MK-8776,NCIH460,8.462057143,0
PACLITAXEL_MK-8776_NCIH520,PACLITAXEL,MK-8776,NCIH520,-4.0410117179,0
PACLITAXEL_MK-8776_OCUBM,PACLITAXEL,MK-8776,OCUBM,-11.4508123495,0
PACLITAXEL_MK-8776_OV90,PACLITAXEL,MK-8776,OV90,4.8951280597,0
PACLITAXEL_MK-8776_OVCAR3,PACLITAXEL,MK-8776,OVCAR3,-11.0493120966,0
PACLITAXEL_MK-8776_PA1,PACLITAXEL,MK-8776,PA1,-5.1569917834,0
PACLITAXEL_MK-8776_RKO,PACLITAXEL,MK-8776,RKO,14.6149446149,0
PACLITAXEL_MK-8776_RPMI7951,PACLITAXEL,MK-8776,RPMI7951,-7.4080924764,0
PACLITAXEL_MK-8776_SKMEL30,PACLITAXEL,MK-8776,SKMEL30,26.8330435693,0
PACLITAXEL_MK-8776_SKMES1,PACLITAXEL,MK-8776,SKMES1,-6.4538630348,0
PACLITAXEL_MK-8776_SKOV3,PACLITAXEL,MK-8776,SKOV3,14.1570947324,0
PACLITAXEL_MK-8776_SW620,PACLITAXEL,MK-8776,SW620,3.0810077138,0
PACLITAXEL_MK-8776_SW837,PACLITAXEL,MK-8776,SW837,-17.6663455787,0
PACLITAXEL_MK-8776_T47D,PACLITAXEL,MK-8776,T47D,-4.0085839204,0
PACLITAXEL_MK-8776_UACC62,PACLITAXEL,MK-8776,UACC62,1.3472962148,0
PACLITAXEL_MK-8776_UWB1289BRCA1,PACLITAXEL,MK-8776,UWB1289BRCA1,-16.4243472306,0
PACLITAXEL_MK-8776_UWB1289,PACLITAXEL,MK-8776,UWB1289,-20.6485241644,0
PACLITAXEL_MK-8776_VCAP,PACLITAXEL,MK-8776,VCAP,7.7254899117,0
PACLITAXEL_MK-8776_ZR751,PACLITAXEL,MK-8776,ZR751,4.9982239754,0
PACLITAXEL_PD325901_A2058,PACLITAXEL,PD325901,A2058,1.72489134,4
PACLITAXEL_PD325901_A2780,PACLITAXEL,PD325901,A2780,0.5099554009,4
PACLITAXEL_PD325901_A375,PACLITAXEL,PD325901,A375,1.9075005283,4
PACLITAXEL_PD325901_A427,PACLITAXEL,PD325901,A427,26.4056821238,4
PACLITAXEL_PD325901_CAOV3,PACLITAXEL,PD325901,CAOV3,1.4344373328,4
PACLITAXEL_PD325901_COLO320DM,PACLITAXEL,PD325901,COLO320DM,4.0256194,4
PACLITAXEL_PD325901_DLD1,PACLITAXEL,PD325901,DLD1,11.4602881948,4
PACLITAXEL_PD325901_EFM192B,PACLITAXEL,PD325901,EFM192B,-21.7506185051,4
PACLITAXEL_PD325901_ES2,PACLITAXEL,PD325901,ES2,36.2968097432,4
PACLITAXEL_PD325901_HCT116,PACLITAXEL,PD325901,HCT116,11.9213665928,4
PACLITAXEL_PD325901_HT144,PACLITAXEL,PD325901,HT144,39.2383137401,4
PACLITAXEL_PD325901_HT29,PACLITAXEL,PD325901,HT29,2.3641958509,4
PACLITAXEL_PD325901_KPL1,PACLITAXEL,PD325901,KPL1,3.487693954,4
PACLITAXEL_PD325901_LNCAP,PACLITAXEL,PD325901,LNCAP,-17.5521696902,4
PACLITAXEL_PD325901_LOVO,PACLITAXEL,PD325901,LOVO,8.6315463606,4
PACLITAXEL_PD325901_MDAMB436,PACLITAXEL,PD325901,MDAMB436,8.8420100512,4
PACLITAXEL_PD325901_MSTO,PACLITAXEL,PD325901,MSTO,4.378648073,4
PACLITAXEL_PD325901_NCIH1650,PACLITAXEL,PD325901,NCIH1650,6.3738280461,4
PACLITAXEL_PD325901_NCIH2122,PACLITAXEL,PD325901,NCIH2122,-242.8087274753,4
PACLITAXEL_PD325901_NCIH23,PACLITAXEL,PD325901,NCIH23,9.0906159749,4
PACLITAXEL_PD325901_NCIH460,PACLITAXEL,PD325901,NCIH460,27.9563723494,4
PACLITAXEL_PD325901_NCIH520,PACLITAXEL,PD325901,NCIH520,-2.8104686558,4
PACLITAXEL_PD325901_OCUBM,PACLITAXEL,PD325901,OCUBM,-12.2689080706,4
PACLITAXEL_PD325901_OV90,PACLITAXEL,PD325901,OV90,49.8726038615,4
PACLITAXEL_PD325901_OVCAR3,PACLITAXEL,PD325901,OVCAR3,2.2209422703,4
PACLITAXEL_PD325901_PA1,PACLITAXEL,PD325901,PA1,6.2925510036,4
PACLITAXEL_PD325901_RKO,PACLITAXEL,PD325901,RKO,24.7444059279,4
PACLITAXEL_PD325901_RPMI7951,PACLITAXEL,PD325901,RPMI7951,7.9828285766,4
PACLITAXEL_PD325901_SKMEL30,PACLITAXEL,PD325901,SKMEL30,13.9249446133,4
PACLITAXEL_PD325901_SKMES1,PACLITAXEL,PD325901,SKMES1,7.5795282964,4
PACLITAXEL_PD325901_SKOV3,PACLITAXEL,PD325901,SKOV3,7.9805049197,4
PACLITAXEL_PD325901_SW620,PACLITAXEL,PD325901,SW620,33.2516780882,4
PACLITAXEL_PD325901_SW837,PACLITAXEL,PD325901,SW837,0.9967217934,4
PACLITAXEL_PD325901_T47D,PACLITAXEL,PD325901,T47D,-2.6639648783,4
PACLITAXEL_PD325901_UACC62,PACLITAXEL,PD325901,UACC62,12.7126083234,4
PACLITAXEL_PD325901_UWB1289BRCA1,PACLITAXEL,PD325901,UWB1289BRCA1,6.9816322682,4
PACLITAXEL_PD325901_UWB1289,PACLITAXEL,PD325901,UWB1289,-2.5318079845,4
PACLITAXEL_PD325901_VCAP,PACLITAXEL,PD325901,VCAP,5.9292140231,4
PACLITAXEL_PD325901_ZR751,PACLITAXEL,PD325901,ZR751,26.2910295648,4
PACLITAXEL_SORAFENIB_A2058,PACLITAXEL,SORAFENIB,A2058,-11.1855334473,4
PACLITAXEL_SORAFENIB_A2780,PACLITAXEL,SORAFENIB,A2780,-1.2153737254,4
PACLITAXEL_SORAFENIB_A375,PACLITAXEL,SORAFENIB,A375,14.5191538365,4
PACLITAXEL_SORAFENIB_A427,PACLITAXEL,SORAFENIB,A427,6.6924580626,4
PACLITAXEL_SORAFENIB_CAOV3,PACLITAXEL,SORAFENIB,CAOV3,-13.793519929,4
PACLITAXEL_SORAFENIB_COLO320DM,PACLITAXEL,SORAFENIB,COLO320DM,2.3287085241,4
PACLITAXEL_SORAFENIB_DLD1,PACLITAXEL,SORAFENIB,DLD1,14.2187304784,4
PACLITAXEL_SORAFENIB_EFM192B,PACLITAXEL,SORAFENIB,EFM192B,-15.6245206924,4
PACLITAXEL_SORAFENIB_ES2,PACLITAXEL,SORAFENIB,ES2,9.8666780078,4
PACLITAXEL_SORAFENIB_HCT116,PACLITAXEL,SORAFENIB,HCT116,-0.1252417536,4
PACLITAXEL_SORAFENIB_HT144,PACLITAXEL,SORAFENIB,HT144,6.9577307006,4
PACLITAXEL_SORAFENIB_HT29,PACLITAXEL,SORAFENIB,HT29,-6.7027592807,4
PACLITAXEL_SORAFENIB_KPL1,PACLITAXEL,SORAFENIB,KPL1,-1.5230836373,4
PACLITAXEL_SORAFENIB_LNCAP,PACLITAXEL,SORAFENIB,LNCAP,-21.4332415221,4
PACLITAXEL_SORAFENIB_LOVO,PACLITAXEL,SORAFENIB,LOVO,-12.2187327786,4
PACLITAXEL_SORAFENIB_MDAMB436,PACLITAXEL,SORAFENIB,MDAMB436,-9.1520622608,4
PACLITAXEL_SORAFENIB_MSTO,PACLITAXEL,SORAFENIB,MSTO,-12.9965793434,4
PACLITAXEL_SORAFENIB_NCIH1650,PACLITAXEL,SORAFENIB,NCIH1650,-8.0080571832,4
PACLITAXEL_SORAFENIB_NCIH2122,PACLITAXEL,SORAFENIB,NCIH2122,-14.283067005,4
PACLITAXEL_SORAFENIB_NCIH23,PACLITAXEL,SORAFENIB,NCIH23,-3.5141508955,4
PACLITAXEL_SORAFENIB_NCIH460,PACLITAXEL,SORAFENIB,NCIH460,11.5114569364,4
PACLITAXEL_SORAFENIB_NCIH520,PACLITAXEL,SORAFENIB,NCIH520,1.5670485898,4
PACLITAXEL_SORAFENIB_OCUBM,PACLITAXEL,SORAFENIB,OCUBM,-6.474135759,4
PACLITAXEL_SORAFENIB_OV90,PACLITAXEL,SORAFENIB,OV90,8.6181724805,4
PACLITAXEL_SORAFENIB_OVCAR3,PACLITAXEL,SORAFENIB,OVCAR3,-32.444007978,4
PACLITAXEL_SORAFENIB_PA1,PACLITAXEL,SORAFENIB,PA1,-4.6192545679,4
PACLITAXEL_SORAFENIB_RKO,PACLITAXEL,SORAFENIB,RKO,2.0702440798,4
PACLITAXEL_SORAFENIB_RPMI7951,PACLITAXEL,SORAFENIB,RPMI7951,-13.172091948,4
PACLITAXEL_SORAFENIB_SKMEL30,PACLITAXEL,SORAFENIB,SKMEL30,4.5736601334,4
PACLITAXEL_SORAFENIB_SKMES1,PACLITAXEL,SORAFENIB,SKMES1,5.2510262494,4
PACLITAXEL_SORAFENIB_SKOV3,PACLITAXEL,SORAFENIB,SKOV3,2.7054403175,4
PACLITAXEL_SORAFENIB_SW620,PACLITAXEL,SORAFENIB,SW620,4.0606444503,4
PACLITAXEL_SORAFENIB_SW837,PACLITAXEL,SORAFENIB,SW837,-7.8375234211,4
PACLITAXEL_SORAFENIB_T47D,PACLITAXEL,SORAFENIB,T47D,-17.7312539055,4
PACLITAXEL_SORAFENIB_UACC62,PACLITAXEL,SORAFENIB,UACC62,0.5700784407,4
PACLITAXEL_SORAFENIB_UWB1289BRCA1,PACLITAXEL,SORAFENIB,UWB1289BRCA1,-3.9121313258,4
PACLITAXEL_SORAFENIB_UWB1289,PACLITAXEL,SORAFENIB,UWB1289,-8.8503686254,4
PACLITAXEL_SORAFENIB_VCAP,PACLITAXEL,SORAFENIB,VCAP,-11.0541297968,4
PACLITAXEL_SORAFENIB_ZR751,PACLITAXEL,SORAFENIB,ZR751,-12.2357444592,4
PACLITAXEL_SUNITINIB_A2058,PACLITAXEL,SUNITINIB,A2058,-3.3366904546,0
PACLITAXEL_SUNITINIB_A2780,PACLITAXEL,SUNITINIB,A2780,0.1003627662,0
PACLITAXEL_SUNITINIB_A375,PACLITAXEL,SUNITINIB,A375,21.992652827,0
PACLITAXEL_SUNITINIB_A427,PACLITAXEL,SUNITINIB,A427,7.0974636403,0
PACLITAXEL_SUNITINIB_CAOV3,PACLITAXEL,SUNITINIB,CAOV3,-1.4083441278,0
PACLITAXEL_SUNITINIB_COLO320DM,PACLITAXEL,SUNITINIB,COLO320DM,19.8394802564,0
PACLITAXEL_SUNITINIB_DLD1,PACLITAXEL,SUNITINIB,DLD1,9.635495501,0
PACLITAXEL_SUNITINIB_EFM192B,PACLITAXEL,SUNITINIB,EFM192B,-17.8743750236,0
PACLITAXEL_SUNITINIB_ES2,PACLITAXEL,SUNITINIB,ES2,19.120197098,0
PACLITAXEL_SUNITINIB_HCT116,PACLITAXEL,SUNITINIB,HCT116,10.1971121469,0
PACLITAXEL_SUNITINIB_HT144,PACLITAXEL,SUNITINIB,HT144,11.3272419473,0
PACLITAXEL_SUNITINIB_HT29,PACLITAXEL,SUNITINIB,HT29,-2.9088328414,0
PACLITAXEL_SUNITINIB_KPL1,PACLITAXEL,SUNITINIB,KPL1,11.8841618674,0
PACLITAXEL_SUNITINIB_LNCAP,PACLITAXEL,SUNITINIB,LNCAP,-16.5831421556,0
PACLITAXEL_SUNITINIB_LOVO,PACLITAXEL,SUNITINIB,LOVO,0.4432452931,0
PACLITAXEL_SUNITINIB_MDAMB436,PACLITAXEL,SUNITINIB,MDAMB436,0.0360374643,0
PACLITAXEL_SUNITINIB_MSTO,PACLITAXEL,SUNITINIB,MSTO,-0.3804068318,0
PACLITAXEL_SUNITINIB_NCIH1650,PACLITAXEL,SUNITINIB,NCIH1650,-4.8583202686,0
PACLITAXEL_SUNITINIB_NCIH2122,PACLITAXEL,SUNITINIB,NCIH2122,-11.4390014026,0
PACLITAXEL_SUNITINIB_NCIH23,PACLITAXEL,SUNITINIB,NCIH23,-6.7324989187,0
PACLITAXEL_SUNITINIB_NCIH460,PACLITAXEL,SUNITINIB,NCIH460,17.8646157647,0
PACLITAXEL_SUNITINIB_NCIH520,PACLITAXEL,SUNITINIB,NCIH520,3.1154564625,0
PACLITAXEL_SUNITINIB_OCUBM,PACLITAXEL,SUNITINIB,OCUBM,-27.4082442828,0
PACLITAXEL_SUNITINIB_OV90,PACLITAXEL,SUNITINIB,OV90,2.6817559653,0
PACLITAXEL_SUNITINIB_OVCAR3,PACLITAXEL,SUNITINIB,OVCAR3,-6.3653085478,0
PACLITAXEL_SUNITINIB_PA1,PACLITAXEL,SUNITINIB,PA1,-3.770448662,0
PACLITAXEL_SUNITINIB_RKO,PACLITAXEL,SUNITINIB,RKO,-7.43037932,0
PACLITAXEL_SUNITINIB_RPMI7951,PACLITAXEL,SUNITINIB,RPMI7951,-17.9717731965,0
PACLITAXEL_SUNITINIB_SKMEL30,PACLITAXEL,SUNITINIB,SKMEL30,5.0225248396,0
PACLITAXEL_SUNITINIB_SKMES1,PACLITAXEL,SUNITINIB,SKMES1,7.2076709231,0
PACLITAXEL_SUNITINIB_SKOV3,PACLITAXEL,SUNITINIB,SKOV3,9.7537234624,0
PACLITAXEL_SUNITINIB_SW620,PACLITAXEL,SUNITINIB,SW620,15.3523894212,0
PACLITAXEL_SUNITINIB_SW837,PACLITAXEL,SUNITINIB,SW837,-3.5819521935,0
PACLITAXEL_SUNITINIB_T47D,PACLITAXEL,SUNITINIB,T47D,-16.1460018938,0
PACLITAXEL_SUNITINIB_UACC62,PACLITAXEL,SUNITINIB,UACC62,3.4433390044,0
